ASV	Domain	Phylum	Class	Order	Family	Genus
ASV07244	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV07245	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV07246	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV07247	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
ASV07248	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV07249	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostocaceae_genus
ASV07250	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07251	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV07252	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae_genus
ASV07253	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	HdN1
ASV07254	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV07255	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV07256	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckiaceae_genus
ASV07257	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45_genus
ASV07258	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV07259	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07260	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV07261	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07262	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07263	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV07264	Bacteria	Myxococcota	Myxococcota_class	Myxococcota_order	Myxococcota_fam	Myxococcota_genus
ASV07265	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV07266	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV07267	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae SG10
ASV07268	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07269	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_genus
ASV07270	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04
ASV07271	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV07272	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas
ASV07273	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium
ASV07274	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium
ASV07275	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_genus
ASV07276	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV07277	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
ASV07278	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbyaceae_genus
ASV07279	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia
ASV07280	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV07281	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07282	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07283	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter
ASV07284	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119
ASV07285	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV07286	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV07287	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108_order	MB-A2-108_fam	MB-A2-108_genus
ASV07288	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV07289	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256
ASV07290	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_genus
ASV07291	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV07292	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256
ASV07293	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV07294	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV07295	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacteraceae_genus
ASV07296	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
ASV07297	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_genus
ASV07298	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga
ASV07299	Bacteria	Myxococcota	Myxococcota_class	Myxococcota_order	Myxococcota_fam	Myxococcota_genus
ASV07300	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV07301	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722_genus
ASV07302	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV07303	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga
ASV07304	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacteraceae_genus
ASV07305	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14_order	0319-7L14_fam	0319-7L14_genus
ASV07306	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_fam	Rhizobiales_genus
ASV07307	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae SB1	Acidobacteriaceae SB1_genus
ASV07308	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
ASV07309	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter
ASV07310	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07311	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07312	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV07313	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
ASV07314	Bacteria	Acidobacteriota	Holophagae	Holophagae SG7	Holophagae SG7	Holophagae SG7
ASV07315	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter
ASV07316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_fam	Rhodospirillales_genus
ASV07317	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV07318	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
ASV07319	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07320	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbyaceae_genus
ASV07321	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckiaceae_genus
ASV07322	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae SG10
ASV07323	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_fam	Rhodospirillales_genus
ASV07324	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV07325	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV07326	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07327	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae_genus
ASV07328	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
ASV07329	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07330	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
ASV07331	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriales_fam	Acidobacteriales_genus
ASV07332	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsterales_fam	Elsterales_genus
ASV07333	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	KF-JG30-B3_genus
ASV07334	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV07335	Bacteria	Planctomycetota	BD7-11	BD7-11_order	BD7-11_fam	BD7-11_genus
ASV07336	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetales_fam	Planctomycetales_genus
ASV07337	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
ASV07338	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaeraceae_genus
ASV07339	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalicibacterium
ASV07340	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV07341	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07342	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae SG10
ASV07343	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV07344	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacteraceae_genus
ASV07345	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_genus
ASV07346	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07347	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07348	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04
ASV07349	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
ASV07350	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
ASV07351	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
ASV07352	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV07353	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV07354	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix
ASV07355	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
ASV07356	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas
ASV07357	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus
ASV07358	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_genus
ASV07359	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriales_fam	Acidobacteriales_genus
ASV07360	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV07361	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV07362	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV07363	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_order	Gammaproteobacteria_fam	Acidibacter
ASV07364	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae_genus
ASV07365	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV07366	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV07367	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV07368	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV07369	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Thalassobaculales_fam	Thalassobaculales_genus
ASV07370	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV07371	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b_genus
ASV07372	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea
ASV07373	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV07374	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Vampirovibrio
ASV07375	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV07376	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV07377	Bacteria	Gemmatimonadota	Gemmatimonadota_S0134	Gemmatimonadota_S0134_order	Gemmatimonadota_S0134_fam	Gemmatimonadota_S0134_genus
ASV07378	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus
ASV07379	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07380	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter
ASV07381	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV07382	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_genus
ASV07383	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45_genus
ASV07384	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus
ASV07385	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae_genus
ASV07386	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV07387	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03
ASV07388	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07389	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangiaceae_genus
ASV07390	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV07391	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07392	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsaceae_genus
ASV07393	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV07394	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV07395	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccaceae_genus
ASV07396	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07397	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV07398	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
ASV07399	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV07400	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07401	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085
ASV07402	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07403	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517
ASV07404	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1
ASV07405	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV07406	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
ASV07407	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV07408	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV07409	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV07410	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales
ASV07411	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthyaceae_genus
ASV07412	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter
ASV07413	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV07414	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiales_fam	Motilibacter
ASV07415	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacteraceae_genus
ASV07416	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ASV07417	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07418	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	B1-7BS_genus
ASV07419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys
ASV07420	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07421	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Phormidesmis ANT
ASV07422	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07423	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsaceae_genus
ASV07424	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07425	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcaceae_genus
ASV07426	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07427	Bacteria	Gemmatimonadota	Gemmatimonadota_S0134	Gemmatimonadota_S0134_order	Gemmatimonadota_S0134_fam	Gemmatimonadota_S0134_genus
ASV07428	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV07429	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
ASV07430	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07431	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV07432	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV07433	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07434	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV07435	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV07436	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV07437	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	OPS 17	OPS 17_genus
ASV07438	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07439	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV07440	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV07441	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionales_fam	Micavibrionales_genus
ASV07442	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
ASV07443	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_genus
ASV07444	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07445	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
ASV07446	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Mastigocladopsis PCC-10914
ASV07447	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV07448	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
ASV07449	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV07450	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola
ASV07451	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinaceae_genus
ASV07452	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
ASV07453	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07454	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_genus
ASV07455	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147
ASV07456	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV07457	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV07458	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV07459	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03
ASV07460	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacteraceae_genus
ASV07461	Bacteria	Actinobacteriota	Actinobacteria	KIST-JJY010	KIST-JJY010	KIST-JJY010
ASV07462	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
ASV07463	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV07464	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales
ASV07465	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_genus
ASV07466	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
ASV07467	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_genus
ASV07468	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV07469	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV07470	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV07471	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07472	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV07473	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV07474	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV07475	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722_genus
ASV07476	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV07477	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae SG10
ASV07478	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV07479	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae_genus
ASV07480	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV07481	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus
