ASV	Domain	Phylum	Class	Order	Family	Genus
ASV10611	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV10612	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium
ASV10613	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV10614	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516
ASV10615	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_genus
ASV10616	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41_genus
ASV10617	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacteraceae_genus
ASV10618	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera
ASV10619	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119
ASV10620	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas
ASV10621	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV10622	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ASV10623	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellia_order	Blastocatellia_fam	Blastocatellia_genus
ASV10624	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV10625	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
ASV10626	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus
ASV10627	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora
ASV10628	Bacteria	Myxococcota	Myxococcota_class	Myxococcota_order	Myxococcota_fam	Myxococcota_genus
ASV10629	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10630	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10631	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_genus
ASV10632	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10633	Bacteria	Desulfobacterota	Desulfobacterota_class	Desulfobacterota_order	Desulfobacterota_fam	Desulfobacterota_genus
ASV10634	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV10635	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
ASV10636	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV10637	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ASV10638	Bacteria	Planctomycetota	OM190	OM190_order	OM190_fam	OM190_genus
ASV10639	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10640	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10641	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV10642	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119
ASV10643	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV10644	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV10645	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter
ASV10646	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10647	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV10648	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV10649	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinaceae_genus
ASV10650	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast
ASV10651	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexaceae_genus
ASV10652	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV10653	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10654	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516
ASV10655	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV10656	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV10657	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV10658	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
ASV10659	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV10660	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas
ASV10661	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10662	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriales_fam	Acidobacteriales_genus
ASV10663	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10664	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas
ASV10665	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10666	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesiaceae_genus
ASV10667	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV10668	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV10669	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10670	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
ASV10671	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV10672	Bacteria	Acidobacteriota	Holophagae	Holophagae SG7	Holophagae SG7	Holophagae SG7
ASV10673	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya
ASV10674	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
ASV10675	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10676	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10677	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae_genus
ASV10678	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV10679	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
ASV10680	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriales	Acidobacteriales
ASV10681	Bacteria	Planctomycetota	OM190	OM190_order	OM190_fam	OM190_genus
ASV10682	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV10683	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14_order	0319-7L14_fam	0319-7L14_genus
ASV10684	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV10685	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119
ASV10686	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus
ASV10687	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV10688	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV10689	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10690	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
ASV10691	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV10692	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
ASV10693	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10694	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_genus
ASV10695	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV10696	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Diplorickettsiaceae_genus
ASV10697	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_genus
ASV10698	Bacteria	Actinobacteriota	Actinobacteria	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV10699	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV10700	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV10701	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV10702	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovarius
ASV10703	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV10704	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV10705	Bacteria	Gemmatimonadota	Gemmatimonadota_S0134	Gemmatimonadota_S0134_order	Gemmatimonadota_S0134_fam	Gemmatimonadota_S0134_genus
ASV10706	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinaceae_genus
ASV10707	Bacteria	Proteobacteria	Alphaproteobacteria	Zavarziniales	Zavarziniales_fam	Zavarziniales_genus
ASV10708	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriales_fam	Acidobacteriales_genus
ASV10709	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexaceae_genus
ASV10710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_genus
ASV10711	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
ASV10712	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae_genus
ASV10713	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10714	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV10715	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV10716	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV10717	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV10718	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes
ASV10719	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus
ASV10720	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
ASV10721	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45_genus
ASV10722	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV10723	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
ASV10724	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031
ASV10725	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_genus
ASV10726	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter
ASV10727	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium
ASV10728	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10729	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexaceae_genus
ASV10730	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10731	Bacteria	Actinobacteriota	Thermoleophilia	Thermoleophilia_order	Thermoleophilia_fam	Thermoleophilia_genus
ASV10732	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10733	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae SB1	Edaphobacter
ASV10734	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_genus
ASV10735	Bacteria	WS2	WS2_class	WS2_order	WS2_fam	WS2_genus
ASV10736	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Sideroxydans
ASV10737	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10738	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
ASV10739	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV10740	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV10741	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Saccharospirillaceae_genus
ASV10742	Bacteria	Gemmatimonadota	Gemmatimonadota_S0134	Gemmatimonadota_S0134_order	Gemmatimonadota_S0134_fam	Gemmatimonadota_S0134_genus
ASV10743	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_genus
ASV10744	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia
ASV10745	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetales_fam	Planctomycetales_genus
ASV10746	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis
ASV10747	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV10748	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14
ASV10749	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter
ASV10750	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
ASV10751	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV10752	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV10753	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ASV10754	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI cluster
ASV10755	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_genus
ASV10756	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
ASV10757	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV10758	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV10759	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Entotheonellaceae_genus
ASV10760	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV10761	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119
ASV10762	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV10763	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea
ASV10764	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
ASV10765	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae SB1	Edaphobacter
ASV10766	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10767	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_genus
ASV10768	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriales_fam	Acidobacteriales_genus
ASV10769	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus
ASV10770	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
ASV10771	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ASV10772	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV10773	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10774	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV10775	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas
ASV10776	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_genus
ASV10777	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV10778	Bacteria	Acidobacteriota	Blastocatellia	DS-100	DS-100	DS-100
ASV10779	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV10780	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus
ASV10781	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
ASV10782	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10783	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia
ASV10784	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_genus
ASV10785	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10786	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Pedococcus-Phycicoccus
ASV10787	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
ASV10788	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV10789	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV10790	Bacteria	Acidobacteriota	Acidobacteriota_SG22	Acidobacteriota_SG22_order	Acidobacteriota_SG22_fam	Acidobacteriota_SG22_genus
ASV10791	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacteraceae_genus
ASV10792	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea
ASV10793	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10794	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119
ASV10795	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiales_fam	Frankiales_genus
ASV10796	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_genus
ASV10797	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardiaceae_genus
ASV10798	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10799	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV10800	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119
ASV10801	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae SB1	Edaphobacter
ASV10802	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV10803	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_genus
ASV10804	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV10805	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia
ASV10806	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV10807	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter
ASV10808	Bacteria	Acidobacteriota	Holophagae	Holophagae SG7	Holophagae SG7	Holophagae SG7
ASV10809	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas
ASV10810	Bacteria	Actinobacteriota	Thermoleophilia	Thermoleophilia_order	Thermoleophilia_fam	Thermoleophilia_genus
ASV10811	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Solimonadaceae_genus
ASV10812	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10813	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus
ASV10814	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_genus
ASV10815	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV10816	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
ASV10817	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
ASV10818	Bacteria	Planctomycetota	OM190	OM190_order	OM190_fam	OM190_genus
ASV10819	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10820	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcaceae_genus
ASV10821	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_genus
ASV10822	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41_genus
ASV10823	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter
ASV10824	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_order	Gammaproteobacteria_fam	Acidibacter
ASV10825	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_genus
ASV10826	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
ASV10827	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas
ASV10828	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae_genus
ASV10829	Bacteria	Acidobacteriota	Acidobacteriota_SG5	Acidobacteriota_SG5_order	Acidobacteriota_SG5_fam	Acidobacteriota_SG5_genus
ASV10830	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis
ASV10831	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV10832	Bacteria	WPS-2	WPS-2_class	WPS-2_order	WPS-2_fam	WPS-2_genus
ASV10833	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_genus
ASV10834	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
