Sample	MorpV	Sanger	Phylum	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Genus	Species	Feeding.Group	cp.value	SSU.nema.data	SSU.nema.qual	Sample.Type	Experiment	Sample.Control	Sample.Site	Habitat	QubitConc	Latitude	Longitude	Elevation	pH	N	P	K	OM	OC	Sand	Silt	Clay	BD	Soil.Type	Description
Nem.423	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Paraphelenchus	Paraphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1820	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.423.SingleWorm.SK.06
Nem.424	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.2340	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.424.SingleWorm.SK.06
Nem.425	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.2400	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.425.SingleWorm.SK.06
Nem.426	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1940	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.426.SingleWorm.SK.06
Nem.427	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1420	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.427.SingleWorm.SK.06
Nem.428	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1320	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.428.SingleWorm.SK.06
Nem.429	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1220	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.429.SingleWorm.SK.06
Nem.43	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.0001	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	Nem.43.SingleWorm.SK.08
Nem.430	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1140	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.430.SingleWorm.SK.06
Nem.431	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Protorhabditis	Protorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1520	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.431.SingleWorm.SK.06
Nem.432	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.0001	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.432.SingleWorm.SK.06
Nem.433	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.2120	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.433.SingleWorm.SK.06
Nem.434	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1700	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.434.SingleWorm.SK.06
Nem.435	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.6040	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.435.SingleWorm.SK.06
Nem.436	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Qudsianematidae	Qudsianematinae	Eudorylaimus	Eudorylaimus sp.	Omnivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.3940	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.436.SingleWorm.SK.06
Nem.437	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1320	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.437.SingleWorm.SK.06
Nem.438	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1760	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.438.SingleWorm.SK.06
Nem.439	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1820	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.439.SingleWorm.SK.06
Nem.44	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.2440	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	Nem.44.SingleWorm.SK.08
Nem.440	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1680	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.440.SingleWorm.SK.06
Nem.441	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1060	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.441.SingleWorm.SK.06
Nem.442	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Paraphelenchus	Paraphelenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.1120	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.442.SingleWorm.SK.06
Nem.445	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1360	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.445.SingleWorm.SK.09
Nem.446	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1260	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.446.SingleWorm.SK.09
Nem.447	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.4940	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.447.SingleWorm.SK.09
Nem.448	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1660	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.448.SingleWorm.SK.09
Nem.449	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1500	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.449.SingleWorm.SK.09
Nem.45	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.2400	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	Nem.45.SingleWorm.SK.08
Nem.450	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1160	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.450.SingleWorm.SK.09
Nem.451	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.0001	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.451.SingleWorm.SK.09
Nem.452	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1660	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.452.SingleWorm.SK.09
Nem.453	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.3300	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.453.SingleWorm.SK.09
Nem.454	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Anomyctus	Anomyctus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	1.1300	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.454.SingleWorm.SK.09
Nem.455	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	1.8400	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.455.SingleWorm.SK.09
Nem.456	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.5880	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.456.SingleWorm.SK.09
Nem.457	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1760	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.457.SingleWorm.SK.09
Nem.459	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.2340	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.459.SingleWorm.SK.09
Nem.46	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.2060	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	Nem.46.SingleWorm.SK.08
Nem.460	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Qudsianematidae	Carcharolaiminae	Carcharolaimus	Carcharolaimus sp.	Omnivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.2720	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.460.SingleWorm.SK.09
Nem.461	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.6740	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.461.SingleWorm.SK.09
Nem.462	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1600	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.462.SingleWorm.SK.09
Nem.463	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.9480	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.463.SingleWorm.SK.09
Nem.464	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1560	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.464.SingleWorm.SK.09
Nem.465	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Heterocephalobellus	Heterocephalobellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1520	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.465.SingleWorm.SK.09
Nem.466	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.2100	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.466.SingleWorm.SK.09
Nem.467	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.2040	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.467.SingleWorm.SK.09
Nem.468	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.2780	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.468.SingleWorm.SK.09
Nem.469	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1580	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.469.SingleWorm.SK.09
Nem.47	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.1620	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	Nem.47.SingleWorm.SK.08
Nem.470	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1140	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.470.SingleWorm.SK.09
Nem.471	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1500	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.471.SingleWorm.SK.09
Nem.472	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1280	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.472.SingleWorm.SK.09
Nem.473	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1840	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.473.SingleWorm.SK.09
Nem.474	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.0001	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	Nem.474.SingleWorm.SK.09
Nem.477	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.3320	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.477.SingleWorm.SK.11
Nem.478	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.0001	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.478.SingleWorm.SK.11
Nem.479	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Dorylaimidae	Dorylaiminae	Mesodorylaimus	Mesodorylaimus sp.	Omnivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.6580	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.479.SingleWorm.SK.11
